name_road;name_ward;type_ward;name_district;type_district;name_province;type_province;;;;
nguyễn thị rành;Tân An Hội;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị rành;Trung Lập Hạ;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị rành;Phước Hiệp;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị rư;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị sóc;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị sóc;Xuân Thới Đông;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị thơi;Hiệp Thành;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
nguyễn thị thập;Bình Thuận;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn thị thập;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn thị thập;Phú Thuận;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn thị tiệp;Tân An Hội;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị triệu;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn thị tràng;Hiệp Thành;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
nguyễn thị tú;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
nguyễn thị tần;Phường 3;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
nguyễn thị xinh;Thới An;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
nguyễn thị đinh;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn thị đặng;Tân Thới Hiệp;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
nguyễn thị định;Cát Lái;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn thị định;An Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn thị định;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn thị định;Cát Lái;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn thời trung;Phường 6;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn thức tự;An Lạc A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
nguyễn tri phương;Phường 6;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn tri phương;Phường 7;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn tri phương;Phường 6;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn triệu luật;Tân Tạo;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
nguyễn trung nguyệt;Bình Trưng Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn trung ngạn;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn trung trực;Phường 5;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn trung trực;Bến Thành;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn trãi;Bến Thành;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn trãi;Nguyễn Cư Trinh;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn trãi;Phạm Ngũ Lão;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn trãi;Nguyễn Cư Trinh;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn trãi;Phường 14;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn trãi;Hiệp Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn trường tộ;Xuân Thới Đông;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nguyễn trường tộ;Phường 17;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn trường tộ;Phường 12;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
nguyễn trường tộ;Bình Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn trường tộ;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn trọng lội;Phường 4;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn trọng quyền;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn trọng trí;An Lạc A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
nguyễn trọng tuyển;Phường 2;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn tuyển;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn tuân;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
nguyễn tư giản;Phường 12;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
nguyễn tư nghiêm;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn tử nha;Phường 12;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn viết xuân;Tam Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn viết xuân;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn bá;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn bá;Bình Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn bá;Linh Chiểu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn bá;Bình Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn bá;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn bá (nối dài);Linh Trung;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn bình;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn văn bảo;Phường 4;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
nguyễn văn chiêm;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn văn công;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
nguyễn văn của;Phường 13;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
nguyễn văn cừ;Phường 4;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn văn cự;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
nguyễn văn giai;Đa Kao;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn văn giáp;Bình Trưng Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn hoài;Tân An Hội;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn huyên;Linh Trung;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn huyên;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn hưởng;Thảo Điền;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn kha;Phú Hoà Đông;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn khạ;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn khạ;Phước Vĩnh An;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn khạ;Tân An Hội;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn khạ;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn khạ;Phước Vĩnh An;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn kỉnh;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn văn linh;An Phú Tây;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn linh;Phong Phú;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn luông;Phường 10;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nguyễn văn lạc;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn mại;Phường 4;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn văn nghi;Phường 5;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
nguyễn văn nghi;Phường 7;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
nguyễn văn nghĩa;Tân Định;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn văn ngọc;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn ni;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn nì;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn quá;Đông Hưng Thuận;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
nguyễn văn quý;Phú Thuận;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn văn quỳ;Bình Thuận;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn văn quỳ;Tân Thuận Đông;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn văn săng;Tân Sơn Nhì;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn thương;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn thủ;Đa Kao;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn văn tráng;Bến Thành;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn văn trỗi;Phường 12;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn văn trỗi;Phường 8;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn văn trỗi;Phường 12;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn văn tý;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn tạo;Hiệp Phước;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn tạo;Long Thới;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn tạo;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn tố;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn tố;Tân Sơn Nhì;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn tố;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn vĩnh;Phường 4;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn văn vỹ;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn văn xơ;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn văn yến;Tân Thới Hoà;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đùng;Phường 6;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đậu;Phường 11;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đậu;Phường 5;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đậu;Phường 11;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đậu;Phường 5;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đậu;Phường 6;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn văn đậu;Phường 5;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn văn ơn;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn xuân khoát;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn xuân khoát;Tân Sơn Nhì;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn xuân khoát;Tân Thành;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn xuân ôn;Phường 2;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn xí;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn xí;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn xí;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nguyễn ðình chiểu;Phường 1;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
nguyễn ðình chiểu;Phường 1;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
nguyễn ðình chiểu;Phường 1;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
nguyễn ðình chiểu;Phường 1;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
nguyễn đình chiểu;Phường 4;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn đình chiểu;Đa Kao;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
nguyễn đình chính;Phường 11;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn đình chính;Phường 8;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nguyễn đình huân;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn đình khơi;Phường 4;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn đình thi;Phước Long B;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn đôn tiết;Cát Lái;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn đôn tiết;Bình Trưng Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn đăng giai;Thảo Điền;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn đăng đạo;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn đại năng;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nguyễn địa lộ;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn đồng chi;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn đỗ cung;Tây Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
nguyễn đức cảnh;Tân Phong;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nguyễn đức ngữ;Phường 4;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
nguyễn đức ngữ;Phường 5;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
nguyễn đức thuận;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nguyễn ư dĩ;Thảo Điền;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nguyễn ảnh thủ;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nguyễn ảnh thủ;Thới Tam Thôn;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nguyễn ảnh thủ;Tân Chánh Hiệp;Xã;Quận 12;Quận;Hồ Chí Minh;City;;;;
nguyễn ảnh thủ;Hiệp Thành;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
ngã ba tam đông;Thới Tam Thôn;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
ngã bảy lý thái tổ;Phường 2;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
ngã sáu nguyễn tri phương;Phường 3;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
ngã sáu nguyễn tri phương;Phường 4;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
ngã sáu nguyễn tri phương;Phường 5;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
ngã tư hàng xanh;Phường 15;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngã tư hàng xanh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngã tư hàng xanh;Phường 15;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngã tư hàng xanh;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngã tư hàng xanh;Phường 25;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngô bệ;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
ngô chí quốc;Bình Chiểu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
ngô nhân tịnh;Phường 1;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngô quang thắm;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
ngô quyền;Hóc Môn;Thị trấn;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
ngô quyền;Xuân Thới Đông;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
ngô thị thu minh;Phường 2;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
ngô thời nhiệm;Phường 6;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
ngô tri hóa;Phước Vĩnh An;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
ngô tất tố;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngô tất tố;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngô văn năm;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
ngô văn sở;Phường 13;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
ngô ðức kế;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
ngô đức kế;Phường 12;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
ngõ 1 cầu xéo;Tân Sơn Nhì;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
ngõ 49 thoại ngọc hầu;Hoà Thạnh;Phường;Tân Phú;Quận;Hồ Chí Minh;City;;;;
ngõ chợ xép;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
ngọc lan;Bình Chiểu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nh 165;Phường 10;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhà thờ;Thủ Thiêm;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhiêu tâm;Phường 5;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nhiêu tứ;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
nhuận đức;Nhuận Đức;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
nhà thờ cha tam;Phường 14;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
nhành tình lộ 14a;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhành tình lộ 14d;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhành tình lộ 14f;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhánh 1 hẻm 46;Phường 5;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh 3 hẻm 46;Phường 5;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh a2;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh b1;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh b1a;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh b2;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh c1;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh c2;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh cầu tân thuận 2;Tân Thuận Tây;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
nhánh d2;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh hẻm 115;Phường 6;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 144 đường phạm văn chí;Phường 4;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 184;Phường 4;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 261;Phường 5;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 27/23;Phường 12;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 27/23 nguyễn văn luông;Phường 12;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 273;Phường 5;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 351;Phường 9;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 411;Phường 9;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 421;Phường 9;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 449;Phường 9;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 45;Phường 7;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 451 đường hoàng lê kha;Phường 9;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 633;Phường 6;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 820;Phường 12;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 907;Phường 5;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 943 đường văn thân;Phường 8;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm 964;Phường 8;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh hẻm vào lô;Phường 12;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
nhánh phụ ba bò (hẻm 108);Bình Chiểu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
nhánh rẽ dương đình cúc;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
nhánh tỉnh lộ 14c;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhánh tỉnh lộ 14e;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhánh tỉnh lộ 14g;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhất chi mai;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nhị bình 15;Nhị Bình;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhị bình 15a;Nhị Bình;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhị bình 2;Nhị Bình;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhị bình 21;Nhị Bình;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhị bình 8;Nhị Bình;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhị bình 9;Nhị Bình;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
nhữ tiến hiến;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
ni sư huỳnh liên;Phường 10;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
ninh tốn;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
núi thành;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
năm châu;Phường 11;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
nơ trang long;Phường 13;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nơ trang long;Phường 14;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
nữ dân công;Vĩnh Lộc A;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
orchard garden access road;Phường 9;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
orchid;Thảo Điền;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
pasteur;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
pasteur;Phường 6;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
pasteur;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
pasteur;Nguyễn Thái Bình;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
pasteur;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
pasteur;Phường 6;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
pasteur;Nguyễn Thái Bình;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
pasteur;Phường 8;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
pasteur;Phường 6;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
pasteur;Bình Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
pham ngũ lão;Phường 3;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
pham vàn đống;Linh Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
phan bá phiến;Phường 12;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
phan bội châu;Phường 14;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
